Country,Time,Demand_MW
AUS,1069,4000
AUS,1070,4000
AUS,1071,4000
AUS,1072,4000
AUS,1073,4000
AUS,1074,4000
AUS,1075,4000
AUS,1076,4000
AUS,1077,4000
AUS,1078,4000
AUS,1079,4000
AUS,1080,4000
AUS,1081,4000
AUS,1082,4000
AUS,1083,4000
AUS,1084,4000
AUS,1085,4000
AUS,1086,4000
AUS,1087,4000
AUS,1088,4000
AUS,1089,4000
AUS,1090,4000
AUS,1091,4000
AUS,1092,4000
AUS,1093,4000
AUS,1094,4000
AUS,1095,4000
AUS,1096,4000
AUS,1097,4000
AUS,1098,4000
AUS,1099,4000
AUS,1100,4000
AUS,1101,4000
AUS,1102,4000
AUS,1103,4000
AUS,1104,4000
AUS,1105,4000
AUS,1106,4000
AUS,1107,4000
AUS,1108,4000
AUS,1109,4000
AUS,1110,4000
AUS,1111,4000
AUS,1112,4000
AUS,1113,4000
AUS,1114,4000
AUS,1115,4000
AUS,1116,4000
AUS,1117,4000
AUS,1118,4000
AUS,1119,4000
AUS,1120,4000
AUS,1121,4000
AUS,1122,4000
AUS,1123,4000
AUS,1124,4000
AUS,1125,4000
AUS,1126,4000
AUS,1127,4000
AUS,1128,4000
AUS,1129,4000
AUS,1130,4000
AUS,1131,4000
AUS,1132,4000
AUS,1133,4000
AUS,1134,4000
AUS,1135,4000
AUS,1136,4000
AUS,1137,4000
AUS,1138,4000
AUS,1139,4000
AUS,1140,4000
AUS,1141,4000
AUS,1142,4000
AUS,1143,4000
AUS,1144,4000
AUS,1145,4000
AUS,1146,4000
AUS,1147,4000
AUS,1148,4000
AUS,1149,4000
AUS,1150,4000
AUS,1151,4000
AUS,1152,4000
AUS,1153,4000
AUS,1154,4000
AUS,1155,4000
AUS,1156,4000
AUS,1157,4000
AUS,1158,4000
AUS,1159,4000
AUS,1160,4000
AUS,1161,4000
AUS,1162,4000
AUS,1163,4000
AUS,1164,4000
AUS,1165,4000
AUS,1166,4000
AUS,1167,4000
AUS,1168,4000
AUS,1169,4000
AUS,1170,4000
AUS,1171,4000
AUS,1172,4000
AUS,1173,4000
AUS,1174,4000
AUS,1175,4000
AUS,1176,4000
AUS,1177,4000
AUS,1178,4000
AUS,1179,4000
AUS,1180,4000
AUS,1181,4000
AUS,1182,4000
AUS,1183,4000
AUS,1184,4000
AUS,1185,4000
AUS,1186,4000
AUS,1187,4000
AUS,1188,4000
AUS,1189,4000
AUS,1190,4000
AUS,1191,4000
AUS,1192,4000
AUS,1193,4000
AUS,1194,4000
AUS,1195,4000
AUS,1196,4000
AUS,1197,4000
AUS,1198,4000
AUS,1199,4000
AUS,1200,4000
AUS,1201,4000
AUS,1202,4000
AUS,1203,4000
AUS,1204,4000
AUS,1205,4000
AUS,1206,4000
AUS,1207,4000
AUS,1208,4000
AUS,1209,4000
AUS,1210,4000
AUS,1211,4000
AUS,1212,4000
AUS,1213,4000
AUS,1214,4000
AUS,1215,4000
AUS,1216,4000
AUS,1217,4000
AUS,1218,4000
AUS,1219,4000
AUS,1220,4000
AUS,1221,4000
AUS,1222,4000
AUS,1223,4000
AUS,1224,4000
AUS,1225,4000
AUS,1226,4000
AUS,1227,4000
AUS,1228,4000
AUS,1229,4000
AUS,1230,4000
AUS,1231,4000
AUS,1232,4000
AUS,1233,4000
AUS,1234,4000
AUS,1235,4000
AUS,1236,4000
AUS,1237,4000
AUS,1238,4000
AUS,1239,4000
AUS,1240,4000
AUS,1241,4000
AUS,1242,4000
AUS,1243,4000
AUS,1244,4000
AUS,1245,4000
AUS,1246,4000
AUS,1247,4000
AUS,1248,4000
AUS,1249,4000
AUS,1250,4000
AUS,1251,4000
AUS,1252,4000
AUS,1253,4000
AUS,1254,4000
AUS,1255,4000
AUS,1256,4000
AUS,1257,4000
AUS,1258,4000
AUS,1259,4000
AUS,1260,4000
AUS,1261,4000
AUS,1262,4000
AUS,1263,4000
AUS,1264,4000
AUS,1265,4000
AUS,1266,4000
AUS,1267,4000
AUS,1268,4000
AUS,1269,4000
AUS,1270,4000
AUS,1271,4000
AUS,1272,4000
AUS,1273,4000
AUS,1274,4000
AUS,1275,4000
AUS,1276,4000
AUS,1277,4000
AUS,1278,4000
AUS,1279,4000
AUS,1280,4000
AUS,1281,4000
AUS,1282,4000
AUS,1283,4000
AUS,1284,4000
AUS,1285,4000
AUS,1286,4000
AUS,1287,4000
AUS,1288,4000
AUS,1289,4000
AUS,1290,4000
AUS,1291,4000
AUS,1292,4000
AUS,1293,4000
AUS,1294,4000
AUS,1295,4000
AUS,1296,4000
AUS,1297,4000
AUS,1298,4000
AUS,1299,4000
AUS,1300,4000
AUS,1301,4000
AUS,1302,4000
AUS,1303,4000
AUS,1304,4000
AUS,1305,4000
AUS,1306,4000
AUS,1307,4000
AUS,1308,4000
AUS,1309,4000
AUS,1310,4000
AUS,1311,4000
AUS,1312,4000
AUS,1313,4000
AUS,1314,4000
AUS,1315,4000
AUS,1316,4000
AUS,1317,4000
AUS,1318,4000
AUS,1319,4000
AUS,1320,4000
AUS,1321,4000
AUS,1322,4000
AUS,1323,4000
AUS,1324,4000
AUS,1325,4000
AUS,1326,4000
AUS,1327,4000
AUS,1328,4000
AUS,1329,4000
AUS,1330,4000
AUS,1331,4000
AUS,1332,4000
AUS,1333,4000
AUS,1334,4000
AUS,1335,4000
AUS,1336,4000
AUS,1337,4000
AUS,1338,4000
AUS,1339,4000
AUS,1340,4000
AUS,1341,4000
AUS,1342,4000
AUS,1343,4000
AUS,1344,4000
AUS,1345,4000
AUS,1346,4000
AUS,1347,4000
AUS,1348,4000
AUS,1349,4000
AUS,1350,4000
AUS,1351,4000
AUS,1352,4000
AUS,1353,4000
AUS,1354,4000
AUS,1355,4000
AUS,1356,4000
AUS,1357,4000
AUS,1358,4000
AUS,1359,4000
AUS,1360,4000
AUS,1361,4000
AUS,1362,4000
AUS,1363,4000
AUS,1364,4000
AUS,1365,4000
AUS,1366,4000
AUS,1367,4000
AUS,1368,4000
AUS,1369,4000
AUS,1370,4000
AUS,1371,4000
AUS,1372,4000
AUS,1373,4000
AUS,1374,4000
AUS,1375,4000
AUS,1376,4000
AUS,1377,4000
AUS,1378,4000
AUS,1379,4000
AUS,1380,4000
AUS,1381,4000
AUS,1382,4000
AUS,1383,4000
AUS,1384,4000
AUS,1385,4000
AUS,1386,4000
AUS,1387,4000
AUS,1388,4000
AUS,1389,4000
AUS,1390,4000
AUS,1391,4000
AUS,1392,4000
AUS,1393,4000
AUS,1394,4000
AUS,1395,4000
AUS,1396,4000
AUS,1397,4000
AUS,1398,4000
AUS,1399,4000
AUS,1400,4000
AUS,1401,4000
AUS,1402,4000
AUS,1403,4000
AUS,1404,4000
AUS,1405,4000
AUS,1406,4000
AUS,1407,4000
AUS,1408,4000
AUS,1409,4000
AUS,1410,4000
AUS,1411,4000
AUS,1412,4000
AUS,1413,4000
AUS,1414,4000
AUS,1415,4000
AUS,1416,4000
AUS,1417,4000
AUS,1418,4000
AUS,1419,4000
AUS,1420,4000
AUS,1421,4000
AUS,1422,4000
AUS,1423,4000
AUS,1424,4000
AUS,1425,4000
AUS,1426,4000
AUS,1427,4000
AUS,1428,4000
AUS,1429,4000
AUS,1430,4000
AUS,1431,4000
AUS,1432,4000
AUS,1433,4000
AUS,1434,4000
AUS,1435,4000
AUS,1436,4000
AUS,1437,4000
AUS,1438,4000
AUS,1439,4000
AUS,1440,4000
AUS,1441,4000
AUS,1442,4000
AUS,1443,4000
AUS,1444,4000
AUS,1445,4000
AUS,1446,4000
AUS,1447,4000
AUS,1448,4000
AUS,1449,4000
AUS,1450,4000
AUS,1451,4000
AUS,1452,4000
AUS,1453,4000
AUS,1454,4000
AUS,1455,4000
AUS,1456,4000
AUS,1457,4000
AUS,1458,4000
AUS,1459,4000
AUS,1460,4000
AUS,1461,4000
AUS,1462,4000
AUS,1463,4000
AUS,1464,4000
AUS,1465,4000
AUS,1466,4000
AUS,1467,4000
AUS,1468,4000
AUS,1469,4000
AUS,1470,4000
AUS,1471,4000
AUS,1472,4000
AUS,1473,4000
AUS,1474,4000
AUS,1475,4000
AUS,1476,4000
AUS,1477,4000
AUS,1478,4000
AUS,1479,4000
AUS,1480,4000
AUS,1481,4000
AUS,1482,4000
AUS,1483,4000
AUS,1484,4000
AUS,1485,4000
AUS,1486,4000
AUS,1487,4000
AUS,1488,4000
AUS,1489,4000
AUS,1490,4000
AUS,1491,4000
AUS,1492,4000
AUS,1493,4000
AUS,1494,4000
AUS,1495,4000
AUS,1496,4000
AUS,1497,4000
